filename,speaker,title,date,url,,
dcrau001190001,"Burke, Joseph A.","""I Will Never Forget You""",4/8/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001190001.mp3,,
dcrau001190002,"Burke, Joseph A.","""I Will Never Forget You""",4/8/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001190002.mp3,,
dcrau001191001,"Buttrick, David G.","""On Triumph and Sacrifice"" Palm Sunday Service",4/15/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001191001.mp3,,
dcrau001191002,"Buttrick, David G.","""On Triumph and Sacrifice"" Palm Sunday Service",4/15/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001191002.mp3,,
dcrau001192001,"Kammerer, Charlene P.","""Thine Is the Glory"" Easter Service 8:30 am",4/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001192001.mp3,,
dcrau001192002,"Kammerer, Charlene P.","""Thine Is the Glory"" Easter Service 8:30 am",4/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001192002.mp3,,
dcrau001193001,"Kammerer, Charlene P.","""Thine Is the Glory"" Easter Service 10:30 am",4/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001193001.mp3,,
dcrau001193002,"Kammerer, Charlene P.","""Thine Is the Glory"" Easter Service 10:30 am",4/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001193002.mp3,,
dcrau001194001,"Bailey, Lloyd R.","""An Immense Journey: From Star Stuff to Child of God""",4/29/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001194001.mp3,,
dcrau001194002,"Bailey, Lloyd R.","""An Immense Journey: From Star Stuff to Child of God""",4/29/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001194002.mp3,,
dcrau001195001,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service",5/5/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001195001.mp3,,
dcrau001195002,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service",5/5/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001195002.mp3,,
dcrau001196001,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service 8:30 am ",5/6/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001196001.mp3,,
dcrau001196002,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service 8:30 am ",5/6/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001196002.mp3,,
dcrau001197001,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service 10:00 am ",5/6/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001197001.mp3,,
dcrau001197002,"Goodson, W. Kenneth","""Sound Advice for Sound Living"" Baccalaureate Service 10:00 am ",5/6/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001197002.mp3,,
dcrau001198001,"Kammerer, Charlene P.","""Clues from the Good Shepherd""",5/13/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001198001.mp3,,
dcrau001198002,"Kammerer, Charlene P.","""Clues from the Good Shepherd""",5/13/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001198002.mp3,,
dcrau001199001,"Laidlaw, Jon M.","""Spirit Enfleshed - Flesh Inspirited""",5/20/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001199001.mp3,,
dcrau001199002,"Laidlaw, Jon M.","""Spirit Enfleshed - Flesh Inspirited""",5/20/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001199002.mp3,,
dcrau001200001,"Laidlaw, Jon M.","""Who Will Water the Roots""",5/27/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001200001.mp3,,
dcrau001200002,"Laidlaw, Jon M.","""Who Will Water the Roots""",5/27/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001200002.mp3,,
dcrau001201001,"Coggan, Donald","""The Sermon Preached in Duke University Chapel""",6/3/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001201001.mp3,,
dcrau001201002,"Coggan, Donald","""The Sermon Preached in Duke University Chapel""",6/3/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001201002.mp3,,
dcrau001202001,"Campbell, Dennis M.","""Hearts Aflame""",6/10/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001202001.mp3,,
dcrau001202002,"Campbell, Dennis M.","""Hearts Aflame""",6/10/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001202002.mp3,,
dcrau001203001,"Willimon, William H.","""First Things First""",6/17/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001203001.mp3,,
dcrau001203002,"Willimon, William H.","""First Things First""",6/17/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001203002.mp3,,
dcrau001204001,"Laidlaw, Jon M.","""God as Poet and Persons on Pilgrimage""",6/24/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001204001.mp3,,
dcrau001204002,"Laidlaw, Jon M.","""God as Poet and Persons on Pilgrimage""",6/24/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001204002.mp3,,
dcrau001205001,"Johnson, Lawrence","""Set Free""",7/1/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001205001.mp3,,
dcrau001205002,"Johnson, Lawrence","""Set Free""",7/1/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001205002.mp3,,
dcrau001206001,"Smith, Carter","""Love Impossible""",7/8/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001206001.mp3,,
dcrau001206002,"Smith, Carter","""Love Impossible""",7/8/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001206002.mp3,,
dcrau001207001,"Ferree-Clark, Nancy A.","""From the Ground Up""",7/15/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001207001.mp3,,
dcrau001207002,"Ferree-Clark, Nancy A.","""From the Ground Up""",7/15/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001207002.mp3,,
dcrau001208001,"Willimon, William H.","""Vengeance: Human and Divine""",7/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001208001.mp3,,
dcrau001208002,"Willimon, William H.","""Vengeance: Human and Divine""",7/22/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001208002.mp3,,
dcrau001209001,"Faggart, Tom","""Apprehended by an Ideal""",7/29/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001209001.mp3,,
dcrau001209002,"Faggart, Tom","""Apprehended by an Ideal""",7/29/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001209002.mp3,,
dcrau001210001,"Fulkerson, Mary M.","""God the Bread-Giver""",8/5/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001210001.mp3,,
dcrau001210002,"Fulkerson, Mary M.","""God the Bread-Giver""",8/5/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001210002.mp3,,
dcrau001211001,"Ferree-Clark, Nancy A.","""Giving up on Fear""",8/12/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001211001.mp3,,
dcrau001211002,"Ferree-Clark, Nancy A.","""Giving up on Fear""",8/12/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001211002.mp3,,
dcrau001212001,"Holderness, Haywood","""The Dimness of the Soul""",8/19/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001212001.mp3,,
dcrau001212002,"Holderness, Haywood","""The Dimness of the Soul""",8/19/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001212002.mp3,,
dcrau001213001,"Willimon, William H.","""The Glory of God""",8/26/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001213001.mp3,,
dcrau001213002,"Willimon, William H.","""The Glory of God""",8/26/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001213002.mp3,,
dcrau001214001,"Willimon, William H.","""Finding Your Place""",9/2/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001214001.mp3,,
dcrau001214002,"Willimon, William H.","""Finding Your Place""",9/2/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001214002.mp3,,
dcrau001215001,"Bethea, Joseph B.","""Power of Love""",9/9/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001215001.mp3,,
dcrau001215002,"Bethea, Joseph B.","""Power of Love""",9/9/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001215002.mp3,,
dcrau001216001,"Goodson, W. Kenneth","""CalledÄ"" Installation Sunday",9/16/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001216001.mp3,,
dcrau001216002,"Goodson, W. Kenneth","""CalledÄ"" Installation Sunday",9/16/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001216002.mp3,,
dcrau001217001,"Willimon, William H.","""Graciousness and Grumbling""",9/23/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001217001.mp3,,
dcrau001217002,"Willimon, William H.","""Graciousness and Grumbling""",9/23/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001217002.mp3,,
dcrau001218001,"Patrick, Louis","""The 'Ah' of Wonder""",9/30/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001218001.mp3,,
dcrau001218002,"Patrick, Louis","""The 'Ah' of Wonder""",9/30/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001218002.mp3,,
dcrau001219001,"Kirkham, John D. G.","""The Church and the World""",10/7/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001219001.mp3,,
dcrau001219002,"Kirkham, John D. G.","""The Church and the World""",10/7/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001219002.mp3,,
dcrau001220001,"Ferree-Clark, Nancy A.","""A Habit of Rejoicing""",10/14/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001220001.mp3,,
dcrau001220002,"Ferree-Clark, Nancy A.","""A Habit of Rejoicing""",10/14/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001220002.mp3,,
dcrau001221001,"Burke, Joseph A.","""The Yes - No Sons""",10/21/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001221001.mp3,,
dcrau001221002,"Burke, Joseph A.","""The Yes - No Sons""",10/21/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001221002.mp3,,
dcrau001222001,"Willimon, William H.","""Fear and Blessing""",10/28/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001222001.mp3,,
dcrau001223001,"Morrow, Sue Ann","""Loving and Serving with the Saints""",11/4/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001223001.mp3,,
dcrau001223002,"Morrow, Sue Ann","""Loving and Serving with the Saints""",11/4/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001223002.mp3,,
dcrau001224001,"Willimon, William H.","""What Time Is It?""",11/11/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001224001.mp3,,
dcrau001224002,"Willimon, William H.","""What Time Is It?""",11/11/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001224002.mp3,,
dcrau001225001,"Adams, John H.","""When Much Comes to Little""",11/18/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001225001.mp3,,
dcrau001225002,"Adams, John H.","""When Much Comes to Little""",11/18/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001225002.mp3,,
dcrau001226001,"Campbell, Dennis M.","""The Paradox of Kingship""",11/25/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001226001.mp3,,
dcrau001226002,"Campbell, Dennis M.","""The Paradox of Kingship""",11/25/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001226002.mp3,,
dcrau001227001,"Willimon, William H.","""An Unpopular Sermon""",12/2/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001227001.mp3,,
dcrau001227002,"Willimon, William H.","""An Unpopular Sermon""",12/2/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001227002.mp3,,
dcrau001228001,"Henry, Stuart C.","""A Sermon from Stones""",12/9/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001228001.mp3,,
dcrau001228002,"Henry, Stuart C.","""A Sermon from Stones""",12/9/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001228002.mp3,,
dcrau001229001,"Long, Thomas G.","""A Conversation Between Women""",12/16/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001229001.mp3,,
dcrau001229002,"Long, Thomas G.","""A Conversation Between Women""",12/16/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001229002.mp3,,
dcrau001230001,"Willimon, William H.","""The Lord Is with You""",12/23/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001230001.mp3,,
dcrau001230002,"Willimon, William H.","""The Lord Is with You""",12/23/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001230002.mp3,,
dcrau001231001,"Willimon, William H.",Christmas Eve Service,12/24/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001231001.mp3,,
dcrau001231002,"Willimon, William H.",Christmas Eve Service,12/24/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001231002.mp3,,
dcrau001232001,"Westerhoff, III , John H. ",Service of the Lord's Supper: Communion Meditation,12/30/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001232001.mp3,,
dcrau001232002,"Westerhoff, III , John H. ",Service of the Lord's Supper: Communion Meditation,12/30/84,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001232002.mp3,,
dcrau001233001,"Ferree-Clark, Nancy A.","""The Best and the Brightest""",1/6/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001233001.mp3,,
dcrau001233002,"Ferree-Clark, Nancy A.","""The Best and the Brightest""",1/6/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001233002.mp3,,
dcrau001234001,"Willimon, William H.","""Our Light""",1/13/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001234001.mp3,,
dcrau001234002,"Willimon, William H.","""Our Light""",1/13/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001234002.mp3,,
dcrau001235001,"Gomes, Peter J.","""Vocation and Vision""",1/20/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001235001.mp3,,
dcrau001235002,"Gomes, Peter J.","""Vocation and Vision""",1/20/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001235002.mp3,,
dcrau001236001,"Layton, Harold H. ","""In the Middle of Things""",1/27/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001236001.mp3,,
dcrau001236002,"Layton, Harold H. ","""In the Middle of Things""",1/27/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001236002.mp3,,
dcrau001237001,"Willimon, William H.","""Mixing Religion and Politics""",2/3/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001237001.mp3,,
dcrau001237002,"Willimon, William H.","""Mixing Religion and Politics""",2/3/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001237002.mp3,,
dcrau001238001,"Vannorsdall, John W.","""Mainline Churches""",2/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001238001.mp3,,
dcrau001238002,"Vannorsdall, John W.","""Mainline Churches""",2/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001238002.mp3,,
dcrau001239001,"Brueggemann, Walter","""Slogans - And Hurts Underneath""",2/16/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001239001.mp3,,
dcrau001239002,"Brueggemann, Walter","""Slogans - And Hurts Underneath""",2/16/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001239002.mp3,,
dcrau001240001,"Campbell, Earnest T. ","""Surprising Judgement - Amazing Grace""",2/24/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001240001.mp3,,
dcrau001240002,"Campbell, Earnest T. ","""Surprising Judgement - Amazing Grace""",2/24/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001240002.mp3,,
dcrau001241001,"Turner, William C. ","""Denying the Self for the Sake of Life""",3/3/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001241001.mp3,,
dcrau001241002,"Turner, William C. ","""Denying the Self for the Sake of Life""",3/3/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001241002.mp3,,
dcrau001242001,"Quilling-Allen, Debra","""Jesus: The Temple and Correct Change""",3/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001242001.mp3,,
dcrau001242002,"Quilling-Allen, Debra","""Jesus: The Temple and Correct Change""",3/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001242002.mp3,,
dcrau001243001,[unknown],Vespers Service Tape 1,3/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001243001.mp3,,
dcrau001243002,[unknown],Vespers Service Tape 1,3/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001243002.mp3,,
dcrau001243003,[unknown],Vespers Service Tape 2,3/10/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001243003.mp3,,
dcrau001244001,"Willimon, William H.","""God so Loved""",3/17/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001244001.mp3,,
dcrau001244002,"Willimon, William H.","""God so Loved""",3/17/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001244002.mp3,,
dcrau001245001,"Lischer, Richard","""Lift High the Cross""",3/24/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001245001.mp3,,
dcrau001245002,"Lischer, Richard","""Lift High the Cross""",3/24/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001245002.mp3,,
dcrau001246001,"Willimon, William H.","""Holy Extravagance""",3/31/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001246001.mp3,,
dcrau001246002,"Willimon, William H.","""Holy Extravagance""",3/31/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001246002.mp3,,
dcrau001247001,[unknown],Maundy Thursday Service ,4/4/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001247001.mp3,,
dcrau001247002,[unknown],Maundy Thursday Service,4/4/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001247002.mp3,,
dcrau001248001,"McDaniel, Michael","""The Power of Darkness"" Good Friday Service",4/5/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001248001.mp3,,
dcrau001249001,"Willimon, William H.","""We Have Waited""",4/7/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001249001.mp3,,
dcrau001249002,"Willimon, William H.","""We Have Waited""",4/7/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001249002.mp3,,
dcrau001250001,"Ferree-Clark, Nancy A.","""One Heart and Soul""",4/14/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001250001.mp3,,
dcrau001250002,"Ferree-Clark, Nancy A.","""One Heart and Soul""",4/14/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001250002.mp3,,
dcrau001251001,"Forbes, James",Sermon Untitled,4/21/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001251001.mp3,,
dcrau001251002,"Forbes, James",Sermon Untitled,4/21/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001251002.mp3,,
dcrau001252001,"Willimon, William H.","""Sheep and Shepherds""",4/28/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001252001.mp3,,
dcrau001252002,"Willimon, William H.","""Sheep and Shepherds""",4/28/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001252002.mp3,,
dcrau001253001,"Coffin, Jr., William Sloan",Baccalaureate Service,5/5/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001253001.mp3,,
dcrau001253002,"Coffin, Jr., William Sloan",Baccalaureate Service,5/5/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001253002.mp3,,
dcrau001254001,"Minnick, C. P. ","""The Mark of Discipleship""",5/12/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001254001.mp3,,
dcrau001254002,"Minnick, C. P. ","""The Mark of Discipleship""",5/12/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001254002.mp3,,
dcrau001255001,"Ferree-Clark, Nancy A.","""Invisible Witnesses""",5/19/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001255001.mp3,,
dcrau001255002,"Ferree-Clark, Nancy A.","""Invisible Witnesses""",5/19/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001255002.mp3,,
dcrau001256001,"Brill, Earl H.","""Living in the Spirit""",5/26/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001256001.mp3,,
dcrau001256002,"Brill, Earl H.","""Living in the Spirit""",5/26/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001256002.mp3,,
dcrau001257001,"Willimon, William H.","""Two Sermons in Stone""",6/2/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001257001.mp3,,
dcrau001257002,"Willimon, William H.","""Two Sermons in Stone""",6/2/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001257002.mp3,,
dcrau001258001,"Jones, Barney L.","""Sacred Tower - Secular City""",6/9/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001258001.mp3,,
dcrau001258002,"Jones, Barney L.","""Sacred Tower - Secular City""",6/9/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001258002.mp3,,
dcrau001259001,"Ferree-Clark, Nancy A.","""In Search of a Roundtable""",6/16/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001259001.mp3,,
dcrau001259002,"Ferree-Clark, Nancy A.","""In Search of a Roundtable""",6/16/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001259002.mp3,,
dcrau001260001,"Hardin, H. Grady ","""God and Crumbled Cookies""",6/23/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001260001.mp3,,
dcrau001260002,"Hardin, H. Grady ","""God and Crumbled Cookies""",6/23/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001260002.mp3,,
dcrau001261001,"Young, Robert T.","""The Power of Touch""",6/30/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001261001.mp3,,
dcrau001261002,"Young, Robert T.","""The Power of Touch""",6/30/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001261002.mp3,,
dcrau001262001,"Smith, Charles M.","""The Homecoming""",7/7/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001262001.mp3,,
dcrau001262002,"Smith, Charles M.","""The Homecoming""",7/7/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001262002.mp3,,
dcrau001263001,"Willimon, William H.","""The Grace of Letting Go""",7/14/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001263001.mp3,,
dcrau001263002,"Willimon, William H.","""The Grace of Letting Go""",7/14/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001263002.mp3,,
dcrau001264001,"Shockley, Donald G.","""When Commitment Means Freedom""",7/21/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001264001.mp3,,
dcrau001264002,"Shockley, Donald G.","""When Commitment Means Freedom""",7/21/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001264002.mp3,,
dcrau001265001,"Tullis, Edward L.","""The Greatest Need of the World""",7/28/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001265001.mp3,,
dcrau001265002,"Tullis, Edward L.","""The Greatest Need of the World""",7/28/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001265002.mp3,,
dcrau001266001,"Willimon, William H.","""Mid-Life Crisis""",8/4/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001266001.mp3,,
dcrau001266002,"Willimon, William H.","""Mid-Life Crisis""",8/4/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001266002.mp3,,
dcrau001267001,"Ferree-Clark, Nancy A.","""To Tell the Truth""",8/11/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001267001.mp3,,
dcrau001267002,"Ferree-Clark, Nancy A.","""To Tell the Truth""",8/11/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001267002.mp3,,
dcrau001268001,"Willimon, William H.","""Gratitude""",8/18/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001268001.mp3,,
dcrau001268002,"Willimon, William H.","""Gratitude""",8/18/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001268002.mp3,,
dcrau001269001,"Willimon, William H.","""Mutual Submission""",8/25/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001269001.mp3,,
dcrau001269002,"Willimon, William H.","""Mutual Submission""",8/25/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001269002.mp3,,
dcrau001270001,"Willimon, William H.","""You're in the Army Now""",9/1/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001270001.mp3,,
dcrau001270002,"Willimon, William H.","""You're in the Army Now""",9/1/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001270002.mp3,,
dcrau001271001,"Willimon, William H.","""Taking the Long Way Home""",9/8/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001271001.mp3,,
dcrau001271002,"Willimon, William H.","""Taking the Long Way Home""",9/8/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001271002.mp3,,
dcrau001272001,"Ferree-Clark, Nancy A.","""The Life behind the Title""",9/15/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001272001.mp3,,
dcrau001272002,"Ferree-Clark, Nancy A.","""The Life behind the Title""",9/15/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001272002.mp3,,
dcrau001273001,"Willimon, William H.","""The Last and the Least""",9/22/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001273001.mp3,,
dcrau001273002,"Willimon, William H.","""The Last and the Least""",9/22/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001273002.mp3,,
dcrau001274001,"Goodson, W. Kenneth","""Forever Beginning""",9/29/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001274001.mp3,,
dcrau001274002,"Goodson, W. Kenneth","""Forever Beginning""",9/29/85,http://library.duke.edu/digitalcollections/media/mp3/dukechapel/dcrau001274002.mp3,,
